Asset,Horizon,Model,CrossDate,FirstViol,LeadDays,VIX_at_cross
oil,1m,LGB_VIX,2020-02-24,2020-02-03,21,25.0
oil,1m,LGB_VIX,2022-03-31,2022-03-02,29,20.6
oil,1m,LGB_VIX,2022-04-05,2022-03-07,29,21.0
oil,1m,LGB_VIX,2022-08-11,2022-07-18,24,20.2
oil,1m,LGB_VIX,2022-08-19,2022-07-20,30,20.6
oil,1m,LGB_VIX,2022-12-05,2022-11-07,28,20.8
oil,1m,LGB_VIX,2023-02-09,2023-02-09,0,20.7
oil,1m,LGB_VIX,2023-02-16,2023-02-09,7,20.2
oil,1m,LGB_VIX,2023-03-09,2023-02-09,28,22.6
oil,1m,LGB_VIX,2023-05-04,2023-04-12,22,20.1
oil,1m,LGB_VIX,2023-10-19,2023-10-17,2,21.4
oil,1m,LGB_VIX,2023-10-25,2023-10-17,8,20.2
oil,1m,LGB_VIX,2024-08-02,2024-07-03,30,23.4
oil,1m,LGB_CASSI,2011-06-15,2011-05-18,28,21.3
oil,1m,LGB_CASSI,2011-06-24,2011-07-01,-7,21.1
oil,1m,LGB_CASSI,2011-07-14,2011-07-01,13,20.8
oil,1m,LGB_CASSI,2011-07-18,2011-07-01,17,21.0
oil,1m,LGB_CASSI,2011-07-26,2011-07-01,25,20.2
oil,1m,LGB_CASSI,2012-04-10,2012-04-12,-2,20.4
oil,1m,LGB_CASSI,2012-05-09,2012-04-12,27,20.1
oil,1m,LGB_CASSI,2012-05-14,2012-04-18,26,21.9
oil,1m,LGB_CASSI,2012-06-21,2012-05-22,30,20.1
oil,1m,LGB_CASSI,2014-10-10,2014-09-12,28,21.2
oil,1m,LGB_CASSI,2014-12-11,2014-11-11,30,20.1
oil,1m,LGB_CASSI,2015-01-06,2014-12-08,29,21.1
oil,1m,LGB_CASSI,2015-01-30,2015-02-09,-10,21.0
oil,1m,LGB_CASSI,2015-08-21,2015-07-22,30,28.0
oil,1m,LGB_CASSI,2015-11-13,2015-11-03,10,20.1
oil,1m,LGB_CASSI,2015-12-11,2015-12-04,7,24.4
oil,1m,LGB_CASSI,2015-12-18,2015-12-04,14,20.7
oil,1m,LGB_CASSI,2016-01-04,2015-12-11,24,20.7
oil,1m,LGB_CASSI,2016-01-06,2015-12-11,26,20.6
oil,1m,LGB_CASSI,2016-02-02,2016-01-08,25,22.0
oil,1m,LGB_CASSI,2016-06-22,2016-06-29,-7,21.2
oil,1m,LGB_CASSI,2016-06-24,2016-06-29,-5,25.8
oil,1m,LGB_CASSI,2018-10-10,2018-09-28,12,23.0
oil,1m,LGB_CASSI,2018-10-18,2018-09-28,20,20.1
oil,1m,LGB_CASSI,2018-10-23,2018-09-28,25,20.7
oil,1m,LGB_CASSI,2018-11-12,2018-10-15,28,20.5
oil,1m,LGB_CASSI,2018-11-19,2018-10-22,28,20.1
oil,1m,LGB_CASSI,2018-12-04,2018-11-16,18,20.7
oil,1m,LGB_CASSI,2020-02-24,2020-01-27,28,25.0
oil,1m,LGB_CASSI,2021-07-19,2021-07-21,-2,22.5
oil,1m,LGB_CASSI,2021-08-18,2021-07-21,28,21.6
oil,1m,LGB_CASSI,2021-11-26,2021-10-28,29,28.6
oil,1m,LGB_CASSI,2022-03-31,2022-03-04,27,20.6
oil,1m,LGB_CASSI,2022-04-05,2022-03-07,29,21.0
oil,1m,LGB_CASSI,2022-08-11,2022-07-18,24,20.2
oil,1m,LGB_CASSI,2022-08-19,2022-07-20,30,20.6
oil,1m,LGB_CASSI,2022-12-05,2022-11-07,28,20.8
oil,1m,LGB_CASSI,2023-02-09,2023-02-09,0,20.7
oil,1m,LGB_CASSI,2023-02-16,2023-02-09,7,20.2
oil,1m,LGB_CASSI,2023-03-09,2023-02-09,28,22.6
oil,1m,LGB_CASSI,2023-10-19,2023-10-09,10,21.4
oil,1m,LGB_CASSI,2023-10-25,2023-10-09,16,20.2
oil,1m,LGB_CASSI,2024-08-02,2024-07-03,30,23.4
credit_spread,1w,LGB_VIX,2010-10-26,2010-11-04,-9,20.2
credit_spread,1w,LGB_VIX,2010-11-12,2010-11-04,8,20.6
credit_spread,1w,LGB_VIX,2010-11-23,2010-11-04,19,20.6
credit_spread,1w,LGB_VIX,2010-11-26,2010-11-04,22,22.2
credit_spread,1w,LGB_VIX,2011-06-15,2011-06-09,6,21.3
credit_spread,1w,LGB_VIX,2011-06-24,2011-06-09,15,21.1
credit_spread,1w,LGB_VIX,2011-07-18,2011-07-26,-8,21.0
credit_spread,1w,LGB_VIX,2011-07-26,2011-07-26,0,20.2
credit_spread,1w,LGB_VIX,2012-03-06,2012-02-28,7,20.9
credit_spread,1w,LGB_VIX,2012-04-10,2012-03-29,12,20.4
credit_spread,1w,LGB_VIX,2012-05-09,2012-05-08,1,20.1
credit_spread,1w,LGB_VIX,2012-05-14,2012-05-08,6,21.9
credit_spread,1w,LGB_VIX,2013-06-20,2013-05-21,30,20.5
credit_spread,1w,LGB_VIX,2013-06-24,2013-05-29,26,20.1
credit_spread,1w,LGB_VIX,2014-10-10,2014-09-18,22,21.2
credit_spread,1w,LGB_VIX,2014-12-11,2014-11-11,30,20.1
credit_spread,1w,LGB_VIX,2015-01-06,2014-12-08,29,21.1
credit_spread,1w,LGB_VIX,2015-01-13,2014-12-24,20,20.6
credit_spread,1w,LGB_VIX,2015-12-11,2015-12-01,10,24.4
credit_spread,1w,LGB_VIX,2015-12-18,2015-12-01,17,20.7
credit_spread,1w,LGB_VIX,2016-01-04,2015-12-07,28,20.7
credit_spread,1w,LGB_VIX,2016-01-06,2015-12-07,30,20.6
credit_spread,1w,LGB_VIX,2016-02-02,2016-01-06,27,22.0
credit_spread,1w,LGB_VIX,2016-02-23,2016-02-01,22,21.0
credit_spread,1w,LGB_VIX,2016-02-29,2016-02-01,28,20.5
credit_spread,1w,LGB_VIX,2018-02-05,2018-01-25,11,37.3
credit_spread,1w,LGB_VIX,2018-02-20,2018-01-25,26,20.6
credit_spread,1w,LGB_VIX,2018-03-01,2018-01-31,29,22.5
credit_spread,1w,LGB_VIX,2018-03-22,2018-03-16,6,23.3
credit_spread,1w,LGB_VIX,2018-04-02,2018-03-16,17,23.6
credit_spread,1w,LGB_VIX,2018-04-06,2018-03-16,21,21.5
credit_spread,1w,LGB_VIX,2018-10-10,2018-10-01,9,23.0
credit_spread,1w,LGB_VIX,2018-10-18,2018-10-01,17,20.1
credit_spread,1w,LGB_VIX,2018-10-23,2018-10-01,22,20.7
credit_spread,1w,LGB_VIX,2018-11-12,2018-10-22,21,20.5
credit_spread,1w,LGB_VIX,2018-11-19,2018-10-22,28,20.1
credit_spread,1w,LGB_VIX,2018-12-04,2018-11-07,27,20.7
credit_spread,1w,LGB_VIX,2019-05-13,2019-04-30,13,20.5
credit_spread,1w,LGB_VIX,2019-08-05,2019-07-29,7,24.6
credit_spread,1w,LGB_VIX,2019-08-12,2019-07-29,14,21.1
credit_spread,1w,LGB_VIX,2019-08-14,2019-07-29,16,22.1
credit_spread,1w,LGB_VIX,2019-08-27,2019-07-29,29,20.3
credit_spread,1w,LGB_VIX,2019-10-02,2019-09-25,7,20.6
credit_spread,1w,LGB_VIX,2019-10-08,2019-09-25,13,20.3
credit_spread,1w,LGB_VIX,2020-02-24,2020-02-13,11,25.0
credit_spread,1w,LGB_VIX,2021-02-16,2021-02-19,-3,21.5
credit_spread,1w,LGB_VIX,2021-03-18,2021-02-19,27,21.6
credit_spread,1w,LGB_VIX,2021-03-23,2021-03-11,12,20.3
credit_spread,1w,LGB_VIX,2021-03-29,2021-03-11,18,20.7
credit_spread,1w,LGB_VIX,2021-09-17,2021-09-23,-6,20.8
credit_spread,1w,LGB_VIX,2021-09-28,2021-09-23,5,23.2
credit_spread,1w,LGB_VIX,2021-11-26,2021-11-16,10,28.6
credit_spread,1w,LGB_VIX,2021-12-09,2021-11-16,23,21.6
credit_spread,1w,LGB_VIX,2021-12-13,2021-11-16,27,20.3
credit_spread,1w,LGB_VIX,2021-12-16,2021-11-16,30,20.6
credit_spread,1w,LGB_VIX,2022-01-13,2021-12-29,15,20.3
credit_spread,1w,LGB_VIX,2022-01-18,2021-12-29,20,22.8
credit_spread,1w,LGB_VIX,2022-02-10,2022-01-12,29,23.9
credit_spread,1w,LGB_VIX,2022-03-31,2022-03-01,30,20.6
credit_spread,1w,LGB_VIX,2022-04-05,2022-03-07,29,21.0
credit_spread,1w,LGB_VIX,2022-08-11,2022-08-12,-1,20.2
credit_spread,1w,LGB_VIX,2022-08-19,2022-08-12,7,20.6
credit_spread,1w,LGB_VIX,2022-12-05,2022-12-13,-8,20.8
credit_spread,1w,LGB_VIX,2023-02-09,2023-02-02,7,20.7
credit_spread,1w,LGB_VIX,2023-02-16,2023-02-02,14,20.2
credit_spread,1w,LGB_VIX,2023-03-09,2023-03-06,3,22.6
credit_spread,1w,LGB_VIX,2024-08-02,2024-07-29,4,23.4
credit_spread,1w,LGB_CASSI,2010-11-12,2010-11-09,3,20.6
credit_spread,1w,LGB_CASSI,2010-11-23,2010-11-09,14,20.6
credit_spread,1w,LGB_CASSI,2010-11-26,2010-11-09,17,22.2
credit_spread,1w,LGB_CASSI,2011-06-15,2011-06-09,6,21.3
credit_spread,1w,LGB_CASSI,2011-06-24,2011-06-09,15,21.1
credit_spread,1w,LGB_CASSI,2011-07-14,2011-07-20,-6,20.8
credit_spread,1w,LGB_CASSI,2011-07-18,2011-07-20,-2,21.0
credit_spread,1w,LGB_CASSI,2011-07-26,2011-07-20,6,20.2
credit_spread,1w,LGB_CASSI,2012-04-10,2012-03-29,12,20.4
credit_spread,1w,LGB_CASSI,2012-05-09,2012-05-10,-1,20.1
credit_spread,1w,LGB_CASSI,2012-05-14,2012-05-10,4,21.9
credit_spread,1w,LGB_CASSI,2012-06-21,2012-05-23,29,20.1
credit_spread,1w,LGB_CASSI,2013-06-20,2013-05-21,30,20.5
credit_spread,1w,LGB_CASSI,2013-06-24,2013-05-29,26,20.1
credit_spread,1w,LGB_CASSI,2014-10-10,2014-09-18,22,21.2
credit_spread,1w,LGB_CASSI,2014-12-11,2014-11-11,30,20.1
credit_spread,1w,LGB_CASSI,2015-01-06,2014-12-08,29,21.1
credit_spread,1w,LGB_CASSI,2015-01-13,2014-12-24,20,20.6
credit_spread,1w,LGB_CASSI,2015-12-11,2015-12-01,10,24.4
credit_spread,1w,LGB_CASSI,2015-12-18,2015-12-01,17,20.7
credit_spread,1w,LGB_CASSI,2016-01-04,2015-12-07,28,20.7
credit_spread,1w,LGB_CASSI,2016-01-06,2015-12-07,30,20.6
credit_spread,1w,LGB_CASSI,2016-02-02,2016-01-11,22,22.0
credit_spread,1w,LGB_CASSI,2016-02-23,2016-02-01,22,21.0
credit_spread,1w,LGB_CASSI,2016-02-29,2016-02-01,28,20.5
credit_spread,1w,LGB_CASSI,2018-02-05,2018-01-25,11,37.3
credit_spread,1w,LGB_CASSI,2018-02-20,2018-01-25,26,20.6
credit_spread,1w,LGB_CASSI,2018-03-01,2018-01-31,29,22.5
credit_spread,1w,LGB_CASSI,2018-04-06,2018-04-16,-10,21.5
credit_spread,1w,LGB_CASSI,2018-10-10,2018-10-01,9,23.0
credit_spread,1w,LGB_CASSI,2018-10-18,2018-10-01,17,20.1
credit_spread,1w,LGB_CASSI,2018-10-23,2018-10-01,22,20.7
credit_spread,1w,LGB_CASSI,2018-11-12,2018-11-08,4,20.5
credit_spread,1w,LGB_CASSI,2018-11-19,2018-11-08,11,20.1
credit_spread,1w,LGB_CASSI,2018-12-04,2018-11-08,26,20.7
credit_spread,1w,LGB_CASSI,2019-05-13,2019-05-06,7,20.5
credit_spread,1w,LGB_CASSI,2019-08-05,2019-07-29,7,24.6
credit_spread,1w,LGB_CASSI,2019-08-12,2019-07-29,14,21.1
credit_spread,1w,LGB_CASSI,2019-08-14,2019-07-29,16,22.1
credit_spread,1w,LGB_CASSI,2019-08-27,2019-07-29,29,20.3
credit_spread,1w,LGB_CASSI,2019-10-02,2019-09-25,7,20.6
credit_spread,1w,LGB_CASSI,2019-10-08,2019-09-25,13,20.3
credit_spread,1w,LGB_CASSI,2020-02-24,2020-02-20,4,25.0
credit_spread,1w,LGB_CASSI,2021-09-17,2021-09-23,-6,20.8
credit_spread,1w,LGB_CASSI,2021-09-28,2021-09-23,5,23.2
credit_spread,1w,LGB_CASSI,2021-11-26,2021-11-16,10,28.6
credit_spread,1w,LGB_CASSI,2021-12-09,2021-11-16,23,21.6
credit_spread,1w,LGB_CASSI,2021-12-13,2021-11-16,27,20.3
credit_spread,1w,LGB_CASSI,2021-12-16,2021-11-16,30,20.6
credit_spread,1w,LGB_CASSI,2022-01-13,2021-12-29,15,20.3
credit_spread,1w,LGB_CASSI,2022-01-18,2021-12-29,20,22.8
credit_spread,1w,LGB_CASSI,2022-02-10,2022-01-19,22,23.9
credit_spread,1w,LGB_CASSI,2022-03-31,2022-03-01,30,20.6
credit_spread,1w,LGB_CASSI,2022-04-05,2022-03-07,29,21.0
credit_spread,1w,LGB_CASSI,2022-08-11,2022-08-12,-1,20.2
credit_spread,1w,LGB_CASSI,2022-08-19,2022-08-12,7,20.6
credit_spread,1w,LGB_CASSI,2022-12-05,2022-12-13,-8,20.8
credit_spread,1w,LGB_CASSI,2023-02-09,2023-02-02,7,20.7
credit_spread,1w,LGB_CASSI,2023-02-16,2023-02-02,14,20.2
credit_spread,1w,LGB_CASSI,2023-03-09,2023-03-03,6,22.6
credit_spread,1m,LGB_VIX,2011-06-15,2011-05-19,27,21.3
credit_spread,1m,LGB_VIX,2011-07-14,2011-07-06,8,20.8
credit_spread,1m,LGB_VIX,2011-07-18,2011-07-06,12,21.0
credit_spread,1m,LGB_VIX,2011-07-26,2011-07-06,20,20.2
credit_spread,1m,LGB_VIX,2012-04-10,2012-04-18,-8,20.4
credit_spread,1m,LGB_VIX,2012-05-09,2012-04-18,21,20.1
credit_spread,1m,LGB_VIX,2012-05-14,2012-04-18,26,21.9
credit_spread,1m,LGB_VIX,2013-06-20,2013-05-21,30,20.5
credit_spread,1m,LGB_VIX,2014-10-10,2014-09-15,25,21.2
credit_spread,1m,LGB_VIX,2014-12-11,2014-11-11,30,20.1
credit_spread,1m,LGB_VIX,2015-08-21,2015-07-22,30,28.0
credit_spread,1m,LGB_VIX,2016-01-04,2016-01-05,-1,20.7
credit_spread,1m,LGB_VIX,2016-01-06,2016-01-05,1,20.6
credit_spread,1m,LGB_VIX,2016-02-02,2016-01-05,28,22.0
credit_spread,1m,LGB_VIX,2016-11-03,2016-10-07,27,22.1
credit_spread,1m,LGB_VIX,2018-02-05,2018-01-08,28,37.3
credit_spread,1m,LGB_VIX,2018-10-10,2018-09-26,14,23.0
credit_spread,1m,LGB_VIX,2018-10-18,2018-09-26,22,20.1
credit_spread,1m,LGB_VIX,2018-10-23,2018-09-26,27,20.7
credit_spread,1m,LGB_VIX,2018-11-12,2018-10-16,27,20.5
credit_spread,1m,LGB_VIX,2018-11-19,2018-11-15,4,20.1
credit_spread,1m,LGB_VIX,2018-12-04,2018-11-15,19,20.7
credit_spread,1m,LGB_VIX,2020-02-24,2020-02-03,21,25.0
credit_spread,1m,LGB_VIX,2021-09-10,2021-09-08,2,21.0
credit_spread,1m,LGB_VIX,2021-09-17,2021-09-08,9,20.8
credit_spread,1m,LGB_VIX,2021-09-28,2021-09-08,20,23.2
credit_spread,1m,LGB_VIX,2021-12-13,2021-12-21,-8,20.3
credit_spread,1m,LGB_VIX,2021-12-16,2021-12-21,-5,20.6
credit_spread,1m,LGB_VIX,2022-01-13,2021-12-21,23,20.3
credit_spread,1m,LGB_VIX,2022-01-18,2021-12-21,28,22.8
credit_spread,1m,LGB_VIX,2022-02-10,2022-01-11,30,23.9
credit_spread,1m,LGB_VIX,2022-03-31,2022-03-18,13,20.6
credit_spread,1m,LGB_VIX,2022-04-05,2022-03-18,18,21.0
credit_spread,1m,LGB_VIX,2022-08-11,2022-07-29,13,20.2
credit_spread,1m,LGB_VIX,2022-08-19,2022-07-29,21,20.6
credit_spread,1m,LGB_CASSI,2011-06-24,2011-07-01,-7,21.1
credit_spread,1m,LGB_CASSI,2011-07-14,2011-07-01,13,20.8
credit_spread,1m,LGB_CASSI,2011-07-18,2011-07-01,17,21.0
credit_spread,1m,LGB_CASSI,2011-07-26,2011-07-01,25,20.2
credit_spread,1m,LGB_CASSI,2012-04-10,2012-04-17,-7,20.4
credit_spread,1m,LGB_CASSI,2012-05-09,2012-04-17,22,20.1
credit_spread,1m,LGB_CASSI,2012-05-14,2012-04-17,27,21.9
credit_spread,1m,LGB_CASSI,2013-06-20,2013-05-21,30,20.5
credit_spread,1m,LGB_CASSI,2013-06-24,2013-05-29,26,20.1
credit_spread,1m,LGB_CASSI,2015-11-13,2015-11-09,4,20.1
credit_spread,1m,LGB_CASSI,2016-01-04,2016-01-05,-1,20.7
credit_spread,1m,LGB_CASSI,2016-01-06,2016-01-05,1,20.6
credit_spread,1m,LGB_CASSI,2016-02-02,2016-01-05,28,22.0
credit_spread,1m,LGB_CASSI,2016-11-03,2016-10-07,27,22.1
credit_spread,1m,LGB_CASSI,2018-10-10,2018-10-01,9,23.0
credit_spread,1m,LGB_CASSI,2018-10-18,2018-10-01,17,20.1
credit_spread,1m,LGB_CASSI,2018-10-23,2018-10-01,22,20.7
credit_spread,1m,LGB_CASSI,2018-11-19,2018-11-26,-7,20.1
credit_spread,1m,LGB_CASSI,2018-12-04,2018-11-26,8,20.7
credit_spread,1m,LGB_CASSI,2019-05-13,2019-04-26,17,20.5
credit_spread,1m,LGB_CASSI,2019-08-05,2019-07-15,21,24.6
credit_spread,1m,LGB_CASSI,2019-08-12,2019-07-15,28,21.1
credit_spread,1m,LGB_CASSI,2019-08-14,2019-07-15,30,22.1
credit_spread,1m,LGB_CASSI,2020-02-24,2020-01-28,27,25.0
credit_spread,1m,LGB_CASSI,2021-09-10,2021-09-02,8,21.0
credit_spread,1m,LGB_CASSI,2021-09-17,2021-09-02,15,20.8
credit_spread,1m,LGB_CASSI,2021-09-28,2021-09-02,26,23.2
credit_spread,1m,LGB_CASSI,2021-12-13,2021-12-21,-8,20.3
credit_spread,1m,LGB_CASSI,2021-12-16,2021-12-21,-5,20.6
credit_spread,1m,LGB_CASSI,2022-01-13,2021-12-21,23,20.3
credit_spread,1m,LGB_CASSI,2022-01-18,2021-12-21,28,22.8
credit_spread,1m,LGB_CASSI,2022-02-10,2022-01-11,30,23.9
credit_spread,1m,LGB_CASSI,2022-03-31,2022-03-28,3,20.6
credit_spread,1m,LGB_CASSI,2022-04-05,2022-03-28,8,21.0
credit_spread,1m,LGB_CASSI,2022-08-11,2022-07-29,13,20.2
credit_spread,1m,LGB_CASSI,2022-08-19,2022-07-29,21,20.6
credit_spread,1m,LGB_CASSI,2024-10-03,2024-09-20,13,20.5
credit_spread,1m,LGB_CASSI,2024-10-07,2024-09-20,17,22.6
credit_spread,1m,LGB_CASSI,2024-10-15,2024-09-20,25,20.6
